old_id,old_title,old_web,old_image,old_source,old_city,coverage,match_status,match_score,new_id,new_title,new_web
383,The Mustang Bar,http://www.mustangbar.com.au/gigguide.asp,/images/mustangbar_150x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:85,Brisbane,covered,matched_domain,1,487,The Mustang Bar,mustangbar.com.au
384,Harlan Shuttle,http://www.harlanshuttle.com.au,/images/harlen_150x99.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\harlan_shuttle.htm,Melbourne,possible_old_only,unmatched,0.552,,,
385,What a Dish,http://www.whatadish.net.au,/images/what-a-dish_120x81.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:507,Melbourne,covered,matched_domain,1,677,What a Dish,whatadish.net.au
386,Climb Fit,http://www.climbfit.com.au,/images/climbFit120x70.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:169,Sydney,covered,matched_domain,1,94,Climb Fit,climbfit.com.au
388,Harmony Body and Mind,http://www.harmonybodyandmind.com.au,/images/shanti_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Brisbane,covered,matched_title,1,595,Harmony Body and Mind,
389,Singles Holiday with Taste,http://www.accommodationauctions.com/,/images/accomonline_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:135,,covered,matched_domain,1,539,Singles Holiday with Taste,accommodationauctions.com
390,Sidewalk Tango,http://www.sidewalktango.com.au,/images/tangowalk.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\tangowalk.htm,,drop:archive_or_admin_source,unmatched,0.769,,,
391,New South Wales,,/images/ruedismo_160x100.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_salsa.htm,,possible_old_only,unmatched,0.583,,,
392,Blusuga Speed Dating in Melbourne,http://www.blusuga.com,/images/blusuga_110x85.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_melbourne.htm,Melbourne,possible_old_only,unmatched,0.678,,,
393,Dinner for Two,http://www.dinner-fortwo.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:68,Sydney,possible_old_only,unmatched,0.786,,,
395,Sue Hearn,http://www.suehearn.com.au/,/images/suehearn_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:101,Melbourne,covered,matched_title,1,655,Sue Hearn,
396,Face to Face Multi Award Winners,http://www.facetoface.com.au,/images/facetoface_ani_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\intro_agencies.htm,Brisbane,covered,matched_domain,1,145,Face to Face Multi Award Winners,facetoface.com.au
397,Captain Cook Cruises,http://www.captcookcrus.com.au,/images/CaptainCookCruises_146x93.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Sydney,covered,matched_domain,1,72,Captain Cook Cruises,captcookcrus.com.au
398,NLP,http://www.aainlp.com.au/index.html,/images/nlp_167x42.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\nlp.htm,,drop:archive_or_admin_source,unmatched,0.444,,,
399,Life Coach and Associate NLP Trainer Location Albury Wodonga,,/images/jennytwohig-sml.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\page_links\lifecoaches\lifecoachbio_jennifertwohig_albury.htm,,possible_old_only,unmatched,0.434,,,
400,Dinner For Six,http://www.dinnerforsix.com.au/,/images/category-hero-dinner-for-six-adelaide.svg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:139,Melbourne,covered,matched_title,1,579,Dinner For Six,
401,The Caf Club,http://www.cafeclub.gq.nu,/images/cafeclub_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\events_adelaide.htm,Adelaide,covered,matched_domain,1,477,The Caf Club,cafeclub.gq.nu
402,Learn 2 Date,http://www.learn2date.com,/images/learn2date_123x60.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\learn_2_date.htm,,possible_old_only,unmatched,0.571,,,
403,Supper Connections,http://www.supperconnections.com,/images/suppeconnections_150x104.gif,F:\Work\Websites\Frontpage Sites\events4singles\dinner_parties_goldcoast.htm,Gold Coast,possible_old_only,unmatched,0.778,,,
404,Single Parent Family Association,http://www.singleparents.com.au,/images/swc_165x77.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\social_clubs_syd.htm,Sydney,possible_old_only,unmatched,0.536,,,
405,Christians Online,http://www.christiansonline.com.au,/images/christiansonline_150x91.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\christians_online.htm,Melbourne,covered,matched_domain,1,89,Christian Online,christiansonline.com.au/speeddating/about.asp?bac-e4sod
406,Phuze,http://www.phuze.com.au/,/images/phuze_56x165.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:472,Sydney,covered,matched_domain,1,345,Phuze,phuze.com.au
407,Lucy Baker,http://www.lucybaker.net/,/images/clip_image016.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Canberra,covered,matched_domain,1,261,Lucy Baker - Circle of Light,lucybaker.net
408,The Rocks Pub Tour,http://www.therockspubtour.com,/images/rockpt_123x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:92,Sydney,covered,matched_domain,1,489,The Rocks Pub Tour,therockspubtour.com
409,Dance Dynamics,,/images/dancedynamics_ani_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_melbourne.htm,Melbourne,covered,matched_title,1,107,Dance Dynamics,dancedynamics.com.au
411,Swing Beat Dance Studio,http://www.hudsondance.com.au,/images/Mango-Dance-Studio_100x94.gif,F:\Work\Websites\Frontpage Sites\events4singles\events_newcastle.htm,Newcastle,covered,matched_title,1,444,Swing Beat Dance Studio,swingbeat.com.au
412,The Group,http://www.thegroup.net.au,/images/thegroup_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\group__professional.htm,Perth,possible_old_only,unmatched,0.64,,,
413,The Space,http://www.thespace.com.au/,/images/space_165x85.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:481,Melbourne,covered,matched_domain,1,491,The Space,thespace.com.au
414,Pedal Tours,http://www.pedaltours.com.au,/images/pedaltours_165x70.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:446,Perth,covered,matched_domain,1,334,Pedal Tours,pedaltours.com.au
415,Megisti Blu,http://www.mykonosoncrown.com.au,http://www.mykonosoncrown.com.au/assets/images/logoS.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\function_centres.htm,,covered,matched_title,1,281,Megisti Blu,megistiblu.com.au
416,Everblue,http://www.everblue.com.au,/images/everblue.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\everblue.htm,,possible_old_only,unmatched,0.519,,,
417,Single Figures,http://www.prodigysports.com.au,/images/single-figures_106x69.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_brisbane.htm,Brisbane,covered,matched_domain,1,637,Single Figures,prodigysports.com.au
418,GRADS Social Club,http://grads.d2.net.au/,/images/gradssc_120x80.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\social_clubs_syd1.htm,Sydney,covered,matched_domain,1,171,GRADS Social Club,grads.d2.net.au
419,Goldilocks,http://www.latinmania.biz,/images/latinmania_124x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_goldcoast.htm,Gold Coast,covered,matched_domain,1,232,Latinmania Dance Studio,latinmania.biz
420,Ooh-La-La Dance Studios,http://www.oohlaladance.com.au,/images/oohlala_ani_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_melbourne.htm,Melbourne,covered,matched_domain,1,318,Ooh-La-La Dance Studios,oohlaladance.com.au
421,Image by design,http://www.imagebydesign.com.au,/images/imagebydes_170x87.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:100,Sydney,covered,matched_domain,1,186,Image by design,imagebydesign.com.au
422,Angst Creative,http://www.angstcreative.com,/images/martin-vanderwall.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:93,Sydney,covered,matched_domain,1,271,Martin van der Wal,angstcreative.com
424,WHAT'S ON,,/images/CheapEatsBanner_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\whats_on\whatson_feb06.htm,,drop:non_listing_title,unmatched,0.6,,,
425,Dr Peter Filis,http://www.psychicpower.com.au/,/images/clip_image001_0000.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Sydney,covered,matched_domain,1,130,Dr Peter Filis,psychicpower.com.au
426,Shoalhaven Jazz,http://www.shoalhavenjazz.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:277,Sydney,covered,matched_domain,1,395,Shoalhaven Jazz,shoalhavenjazz.com.au
427,Sydney Guided Walks,http://www.sydneyguidedwalks.com.au,/images/Untitled-3.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:92,Sydney,covered,matched_domain,1,456,Sydney Guided Walks,sydneyguidedwalks.com.au
428,The Illawara Jazz Club,http://www.illawarrajazzclub.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:277,Sydney,covered,matched_domain,1,483,The Illawara Jazz Club,illawarrajazzclub.com
429,Selfchanges,http://www.selfchanges.com,/images/selchanges.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:103,Sydney,covered,matched_domain,1,390,Selfchanges,selfchanges.com
430,Viva Yoga,http://www.viveyoga.com.au,/images/vivayoga_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Sydney,covered,matched_title,1,511,Viva Yoga,findyoga.com.au/schoollink.asp | viveyoga.com.au
431,Host a Murder,http://www.hostamurder.com.au,/images/hostamurder_120x100.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\Copy of dinner_parties_sydney.htm,Sydney,covered,matched_domain,1,598,Host a Murder,hostamurder.com.au
432,Radiant Getaways,http://www.radiantgetaways.com,/images/radiantgetaways_ani_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:88,Melbourne,covered,matched_domain,1,359,Radiant Getaways,radiantgetaways.com
433,Arthur Murray Dance Studio,,/images/arthurmurrayvic_ani_120x80.gif,F:\Work\Admin\Dad\Events 4 Singles\Images\dance_classes_melbourne.htm,Melbourne,covered,matched_title,1,30,Arthur Murray Dance Studio,
434,MSC Cruises,http://www.msc.com.au/cruises,/images/msc-cruises_145x84.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Darwin,covered,matched_domain,1,299,MSC Cruises,msc.com.au/cruises | singlescruise.com
435,A Rendezvous ‘Just for Singles’,http://www.arendezvous.com.au,/images/arend_ani_dinner120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\Copy of dinner_parties_sydney.htm,Sydney,covered,matched_domain,1,549,A Rendezvous ‘Just for Singles’,arendezvous.com.au
436,Speed Dating International,http://www.arhswebsearch.com,/images/SearchWeb143x56.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\speed_dating_brisbane.htm,Brisbane,covered,matched_domain,1,652,Speed Dating International,arhswebsearch.com
437,Customer Referral Program! Earn cash or credit for every web site design or web hosting account referred to us We offer Multiple Site Discounts! Call,,/images/dot_b.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\portfolio.htm,,review:long_title,unmatched,0.332,,,
438,Smooth Latin Groove,http://www.smoothlatingroove.com.au,/images/smoothlg_120x83.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_brisbane.htm,Brisbane,covered,matched_domain,1,641,Smooth Latin Groove - Brisbane,smoothlatingroove.com.au
439,FJ Rock'n'Roll,http://www.rockroll.com.au,,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_tasmania.htm,,covered,matched_domain,1,153,FJ Rock'n'Roll,rockroll.com.au
440,Soulmate Success,http://www.secretstosoulmatesuccess.com/,/images/soulematesuccess_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Sydney,covered,matched_title,1,646,Soulmate Success,
441,Funky Tango,http://www.funkytango.com/,/images/funkytangologo_100x90.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:146,Sydney,covered,matched_domain,1,163,Funky Tango,funkytango.com
442,Christian Singles and Dating,http://www.christiansingles.com.au,/images/christiansingles_120x80.jpg,F:\Work\Websites\Frontpage Sites\events4singles\events_central_coast.htm,Central Coast,possible_old_only,unmatched,0.682,,,
444,Shopping Carts We can customise any shopping cart for e-commerce solutions,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\product.htm,,drop:no_contact_or_image,unmatched,0.419,,,
445,Captain Cook Cruises,http://www.captaincook.com.au,/images/CaptainCookCruises180x99.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Adelaide,covered,matched_domain,1,73,Captain Cook Cruises Presents PS Murray Princess,captaincook.com.au
446,Dancecorp,http://www.dancecorp.com.au,/images/dancecorp_72x100.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_adelaide.htm,Adelaide,covered,matched_domain,1,110,Dancecorp,dancecorp.com.au
447,Get Hitched Events & Seminars,http://www.gethitched.net.au,/images/gethitched_120x80.gif,F:\Work\Websites\Frontpage Sites\events4singles\seminars.htm,,possible_old_only,unmatched,0.5,,,
448,Clinton Smith,,/images/jennytwohig-sml.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:214,Sydney,covered,matched_title,1,95,Clinton Smith,
449,Balloon Flights Over Melbourne,http://www.balloonovermelbourne.com.au,/images/balloonovermelb_170x68.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:105,Melbourne,covered,matched_domain,1,44,Balloon Flights Over Melbourne,balloonovermelbourne.com.au
450,Whats Happening?,http://www.whatshappeningforsingles.com/,/images/whatshappening_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:225,Gold Coast,covered,matched_domain,1,514,Whats Happening?,whatshappeningforsingles.com
451,Brisbane Yoga Studio,http://www.brisbaneyogastudio.com,/images/brisyogastudio_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Brisbane,covered,matched_domain,1,566,Brisbane Yoga Studio - Brisbane,brisbaneyogastudio.com
452,Arthur Murray Dance Studios,http://www.arthurmurraysa.com.au,/images/arthurmurraysa_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_adelaide.htm,Adelaide,covered,matched_domain,1,556,Arthur Murray Dance Studios - Adelaide,arthurmurraysa.com.au
453,Enlightened Success Attract Your Ideal Partner in Peace 1-day course,,/images/peaceworkx-72x100x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\enlighted success.htm,,drop:archive_or_admin_source,unmatched,0.421,,,
454,Enlightened Success,,/images/enlightened_150x59.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\enlighted success.htm,,drop:archive_or_admin_source,unmatched,0.629,,,
455,Dinner For Six (SA),http://www.d46.com.au,/images/d46sa_120x98.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\dinner_for_six_sa.htm,Adelaide,covered,matched_fuzzy_title,0.903,579,Dinner For Six,
456,NOSMO,http://www.nosmo.com.au,/images/NOSMO_126x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:437,Sydney,possible_old_only,unmatched,0.5,,,
457,The Dance of Seduction Seminars,http://www.thedanceofseduction.com,/images/danceofseduct_120x80.jpg,F:\Work\Websites\Frontpage Sites\events4singles\seminars.htm,,possible_old_only,unmatched,0.526,,,
458,Singles Products,,/images/justlookingsingles_ani_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\singles_products.htm,,covered,matched_title,1,639,Singles Products,
459,Beauty Health and Wellness,http://www.gnld.com.au,/images/gnld.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:103,Sydney,covered,matched_domain,1,47,"Beauty Health and Wellness Nutritionals, Herbals, Skincare",gnld.com.au
461,4-morechat,http://www.aplace4.us,,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\online_dating_int.htm,,covered,matched_domain,1,27,aplace4us,aplace4.us
462,Six for Supper,http://www.sixforsupper.com.au,/images/sixforsupper_80x140.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dinner_for_six_sydney.htm,Sydney,covered,matched_domain,1,412,Six for Supper,sixforsupper.com.au
463,Quick Fit Yoga,http://www.bikram-yoga-noosa-australia.com,/images/quickfit_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Brisbane,covered,matched_domain,1,357,Quick Fit Yoga,bikram-yoga-noosa-australia.com
464,Australian Blues Festival,http://www.australianbluesfestival.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:277,Sydney,covered,matched_domain,1,559,Australian Blues Festival,australianbluesfestival.com.au
465,Lotto4singles,http://www.lotteryusa.com,/images/lotteryusa_150x70.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\lotto4singles.htm,,covered,matched_domain,1,609,Lotto4singles,lotteryusa.com
467,Business Connection Resources,http://www.business-connections.com.au/,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:139,Melbourne,possible_old_only,unmatched,0.638,,,
468,Dian Booth,,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:104,Darwin,covered,matched_title,1,125,Dian Booth,
469,The Metropolis,http://www.metropolisfremantle.com.au/,/images/metropolis.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:83,Perth,covered,matched_domain,1,486,The Metropolis,metropolisfremantle.com.au
470,Big Hit Profiles Photos,http://www.bighitprofiles.com,/images/big_hit_profiles_ani_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:100,Melbourne,covered,matched_domain,1,49,Big Hit Profiles Photos… Advice… Profiles.. Makeovers,bighitprofiles.com
471,Fusion Dance and Lifestyle Studio,,/images/fusion_120x80.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_melbourne.htm,Melbourne,covered,matched_fuzzy_title,0.892,164,Fusion Dance and Lifestyle Studio - Fitzroy,
472,In Psyche,http://www.inpsyche.com/,/images/clip_image005_0000.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Brisbane,covered,matched_domain,1,188,In Psyche,inpsyche.com
473,Fun Night Out,http://www.funnightout.com.au,/images/speed_dating_logo2.gif,F:\Work\Websites\Frontpage Sites\events4singles\speed_dating_brisbane.htm,Brisbane,possible_old_only,unmatched,0.583,,,
474,Vida Latina Productions,http://www.vidalatina.com.au,/images/vida-130x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_brisbane.htm,Brisbane,covered,matched_title,1,505,Vida Latina Productions,vidalatina.com.au | vidalatinaproductions.com
475,Metro Personal,http://www.metropersonal.com.au,/images/metropersonal_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\metro_personal.htm,,covered,matched_domain,1,287,Metro Personal,metropersonal.com.au
477,RETRO NITES,http://www.retronites.com.au/,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:134,Sydney,covered,matched_title,1,626,Retro Nites,
478,Meet fun,http://www.spiceme.com.au,http://www.events4singles.com/emag/images//SPICE_ME_LOGO_FINAL.jpg,F:\Work\Websites\Frontpage Sites\events4singles\emag\newsletter_april09.html,,possible_old_only,unmatched,0.526,,,
479,A friendly way to connect,http://www.goactive.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:148,,covered,matched_title,1,551,A friendly way to connect,
480,Ashtanga Yoga Melbourne,http://www.ashtangamelbourne.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Melbourne,covered,matched_title,1,557,Ashtanga Yoga Melbourne,
481,Amoureux Talent Register,http://www.atalent.com.au,/images/amoureuxbnr_170x50.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\amoureux_talent_register.htm,Sydney,possible_old_only,unmatched,0.489,,,
482,Alan's Wildlife Tours,http://www.alanswildlifetours.com.au/,/images/alanswildlifeyours_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:146,Cairns,covered,matched_domain,1,531,Alan's Wildlife Tours,alanswildlifetours.com.au
484,Dare to be Different,http://www.daretobedifferent.com.au,,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\Dare to be different.htm,,drop:archive_or_admin_source,unmatched,0.564,,,
485,Oz Trails,http://www.oztrails.com.au,/images/oztrails_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4sdbase.txt#jos_content:87,Sydney,covered,matched_domain,1,320,Oz Trails,oztrails.com.au
486,Group Cruises for singles,http://www.GroupCruises.com.au,/images/singlescruises.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Darwin,covered,matched_title,1,174,Group Cruises for singles,groupcruises.com.au | groupcruises.com.au/contact/index.php
487,Milton Black,http://www.miltonblack.com.au/,/images/clip_image007.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Sydney,covered,matched_domain,1,291,Milton Black,miltonblack.com.au
488,Tuesday Danceroc Night,http://www.danceperth.com,/images/Rigby's.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:75,Perth,covered,matched_domain,1,498,Tuesday Danceroc Night - Rigbys,danceperth.com
489,Genesis Relationship Consultancy,http://www.genesis-relationships.com,,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_canberra.htm,Canberra,possible_old_only,unmatched,0.806,,,
491,That's How We Met,http://www.thatshowwemet.com.au,/images/thats-how-we-met-120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dinner_parties_melbourne.htm,Melbourne,covered,matched_title,1,473,That's How We Met,thatshowwemet.com.au | whatadish.net.au
492,Dance Teachers If you would like to advertise your business here contact Advertising 02-99078408 and find out more about our Dance Teacher Advertising,,/images/advertise_dance_120x81.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_teachers.htm,,review:long_title,unmatched,0.345,,,
493,We are specialists in search engine optimisation For details call 02-9415-1998,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\product.htm,,drop:no_contact_or_image,unmatched,0.4,,,
494,BodyWise Health,,/images/bodycare_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:103,Sydney,covered,matched_title,1,58,BodyWise Health,
495,Elle Bache,http://www.ellabache.com.au/fortitudevalley,/images/ellebache.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:96,Brisbane,covered,matched_domain,1,137,Elle Bache,ellabache.com.au/fortitudevalley
496,Mat-tastic,http://www.mat-tastic.com.au,/images/mattastic.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:103,Melbourne,covered,matched_domain,1,275,Mat-tastic,mat-tastic.com.au
497,Swingtime Australia,http://www.swingtimeaustralia.com/,/images/swingtime_87x102.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,454,Swingtime Queensland,swingtimeaustralia.com/qld
498,When you come on a Woolwich Walk,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\about.htm,,drop:no_contact_or_image,unmatched,0.44,,,
499,Western Australia,,/images/tango_150x80.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_tango.htm,,possible_old_only,unmatched,0.75,,,
